rank_emul	user	Psi_emul	out_deg	in_deg	R_tweet	R_rtweet
1261	4371344957	2.0749660897191117e-05	22	11	1.0216349592040729e-06	2.2475969102489602e-06
1262	2776762801	2.0734892616218893e-05	5	0	1.6346159347265164e-06	0.0
1263	340175955	2.073192703469663e-05	4	0	6.129809755224437e-07	0.0
1264	863057220	2.0650874181596608e-05	202	60	2.022837219224064e-05	1.573317837174272e-05
1265	3007743953	2.0620002207942405e-05	6	0	2.2475969102489602e-06	0.0
1266	476819292	2.0574555458635332e-05	6	0	1.2259619510448874e-06	0.0
1267	3005325753	2.0571919511174525e-05	53	0	9.603368616518285e-06	0.0
1268	280482863	2.0556931849171635e-05	14	2	1.2259619510448874e-06	4.086539836816291e-07
1269	456686553	2.054951227021134e-05	13	51	3.677885853134662e-05	1.655048633910598e-05
1270	60889242	2.0523981943396176e-05	10	1	1.0216349592040729e-06	2.0432699184081456e-07
1271	1192206818	2.0517720021259256e-05	134	1	1.6346159347265164e-06	2.0432699184081456e-07
1272	167317309	2.0514815191407017e-05	35	1	2.4519239020897748e-06	2.0432699184081456e-07
1273	4861137925	2.0480300367612788e-05	5	0	8.173079673632582e-07	0.0
1274	784866033282736128	2.0479355341634523e-05	6	0	2.0432699184081456e-07	0.0
1275	2675108684	2.0465415083424207e-05	130	3	3.718751251502825e-05	3.146635674348544e-05
1276	243175357	2.046144034916087e-05	34	2	4.4951938204979205e-06	4.086539836816291e-07
1277	2417679229	2.043558601343887e-05	105	0	3.0240394792440555e-05	0.0
1278	213997834	2.0408634772563534e-05	189	7	3.4326934629256844e-05	2.0432699184081457e-06
1279	504493311	2.038635916021874e-05	110	16	1.3689908453334576e-05	4.699520812338735e-06
1280	634335569	2.0362317249319337e-05	81	66	3.493991560477929e-05	3.2487991702689514e-05
1281	1702113228	2.0337602569925887e-05	89	0	2.860577885771404e-06	0.0
1282	508737250	2.0336790297596953e-05	67	1	2.676683593114671e-05	4.086539836816291e-07
1283	4788241695	2.0335269255784316e-05	9	4	1.0829330567563171e-05	8.173079673632582e-07
1284	128346332	2.0300488924691432e-05	7	0	2.0432699184081457e-06	0.0
1285	758789764925431808	2.0246835074775506e-05	11	0	2.0432699184081456e-07	0.0
1286	2691253688	2.0245288157251566e-05	106	13	3.0649048776122184e-06	5.721155771542808e-06
1287	841951035551846400	2.0240871285834106e-05	12	12	3.677885853134662e-06	3.0649048776122184e-06
1288	271826809	2.0178508571516106e-05	131	13	2.4519239020897748e-06	3.0649048776122184e-06
1289	531005151	2.0133732340641236e-05	205	133	0.00010032455299383995	3.7800493490550694e-05
1290	1134565272	2.0115611467508025e-05	8	0	6.129809755224437e-07	0.0
1291	2196627534	2.0076610020378895e-05	63	5	6.129809755224437e-06	1.0216349592040729e-06
1292	2433635838	1.9996928579978287e-05	10	0	8.173079673632582e-07	0.0
1293	2828253505	1.9965437839314503e-05	13	1	8.173079673632582e-07	4.086539836816291e-07
1294	1429746775	1.995813638860149e-05	14	0	1.2259619510448874e-06	0.0
1295	910446558092677120	1.994753859727381e-05	44	2	2.2475969102489602e-06	4.086539836816291e-07
1296	2950822379	1.9915601219332208e-05	88	7	3.8822128449754765e-06	2.0432699184081457e-06
1297	353568939	1.9873153802475195e-05	10	1	6.129809755224437e-07	2.0432699184081456e-07
1298	479653703	1.9813013024237045e-05	111	131	4.4543284221297577e-05	5.0264439992840385e-05
1299	460015810	1.9810370326590687e-05	12	1	6.129809755224437e-07	2.0432699184081456e-07
1300	4209431417	1.972662077435984e-05	9	0	2.4519239020897748e-06	0.0
1301	785862195846545408	1.9638913363329553e-05	114	0	2.2475969102489602e-06	0.0
1302	40709176	1.9624347587924098e-05	29	0	1.838942926567331e-06	0.0
1303	3761800396	1.9600833316529234e-05	114	10	7.355771706269324e-06	6.129809755224437e-06
1304	985979834	1.9576900533629702e-05	106	46	8.173079673632583e-06	1.2872600485971317e-05
1305	386789944	1.9524784600990306e-05	81	7	2.860577885771404e-06	1.430288942885702e-06
1306	897298263753334784	1.9518851187883925e-05	132	93	2.9831740808758927e-05	3.493991560477929e-05
1307	2357341408	1.9515480595228116e-05	5	0	4.086539836816291e-07	0.0
1308	2896447227	1.9489945768289245e-05	82	107	4.740386210706898e-05	3.310097267821196e-05
1309	2603143105	1.948170379172167e-05	8	0	2.0432699184081456e-07	0.0
1310	937730717718589440	1.947360019395806e-05	4	1	1.0216349592040729e-06	2.0432699184081456e-07
1311	834290207658762240	1.9464154434299125e-05	54	7	8.173079673632583e-06	4.4951938204979205e-06
1312	149781148	1.9425039359046422e-05	37	0	1.2259619510448874e-06	0.0
1313	241049924	1.941286764945257e-05	19	0	2.6562508939305893e-06	0.0
1314	2651064193	1.937545024586796e-05	112	0	1.0012022600199913e-05	0.0
1315	173477409	1.9331603290538374e-05	4	0	1.0216349592040729e-06	0.0
1316	823907577104736256	1.931331253773526e-05	4	0	2.6562508939305893e-06	0.0
1317	826963123	1.9304469794652938e-05	13	0	1.430288942885702e-06	0.0
1318	710379097	1.926826067428339e-05	32	24	6.538463738906066e-06	6.742790730746881e-06
1319	822502675044532224	1.9264949708266687e-05	54	22	1.838942926567331e-06	5.312501787861179e-06
1320	158883563	1.9252727372281145e-05	6	0	2.0432699184081456e-07	0.0
1321	853920507888107520	1.9121193256477955e-05	195	162	9.603368616518284e-05	0.00010972359461851742
1322	1454734730	1.9114023434383337e-05	22	0	3.4735588612938474e-06	0.0
1323	596243227	1.911297378052891e-05	12	0	2.0432699184081456e-07	0.0
1324	2919658089	1.9071369011835846e-05	115	0	3.453126162109766e-05	0.0
1325	3408195525	1.905135133656055e-05	164	95	4.168270633552617e-05	2.554087398010182e-05
1326	1205202542	1.9047333851122006e-05	22	2	1.838942926567331e-06	4.086539836816291e-07
1327	439421679	1.8997095595098946e-05	100	27	2.2271642110648788e-05	6.334136747065252e-06
1328	60030749	1.89529403812955e-05	17	0	2.0432699184081457e-06	0.0
1329	116411221	1.8908182150915447e-05	6	0	2.0432699184081456e-07	0.0
1330	448501335	1.888073702146337e-05	11	1	1.2259619510448874e-06	2.0432699184081456e-07
1331	4817986611	1.8817504658239185e-05	77	0	1.5937505363583537e-05	0.0
1332	2409592580	1.8694337397436403e-05	18	4	1.6346159347265164e-06	8.173079673632582e-07
1333	3384845103	1.8677936696589817e-05	73	2	8.173079673632582e-07	4.086539836816291e-07
1334	123520210	1.8672798680348477e-05	18	0	8.173079673632582e-07	0.0
1335	216718710	1.8669957977259053e-05	66	4	1.4915870404379464e-05	8.173079673632582e-07
1336	428949214	1.8632451696231248e-05	111	2	6.068511657672193e-05	4.086539836816291e-07
1337	880742971	1.8581584547920272e-05	5	2	1.838942926567331e-06	1.2259619510448874e-06
1338	2187082280	1.8500780326655016e-05	6	0	6.129809755224437e-07	0.0
1339	47588654	1.847821783142397e-05	8	0	1.6346159347265164e-06	0.0
1340	150210892	1.8471795029864557e-05	71	0	4.086539836816291e-07	0.0
1341	888076765997957120	1.843973727361381e-05	7	0	6.129809755224437e-07	0.0
1342	331726265	1.842637190620694e-05	21	0	7.355771706269324e-06	0.0
1343	51437514	1.8355940470084052e-05	12	0	8.173079673632582e-07	0.0
1344	407808854	1.8352518126005624e-05	134	0	6.129809755224437e-06	0.0
1345	431159621	1.8344368401974026e-05	6	3	1.0216349592040729e-06	6.129809755224437e-07
1346	242405458	1.831784017272705e-05	137	14	1.205529251860806e-05	3.0649048776122184e-06
1347	303115268	1.8286420309011632e-05	5	1	1.6346159347265164e-06	2.0432699184081456e-07
1348	958275877737025536	1.8240633800364755e-05	18	38	2.9831740808758927e-05	1.2463946502289688e-05
1349	799363878610206720	1.8230621025118866e-05	6	0	2.0432699184081456e-07	0.0
1350	301357760	1.8221522900016222e-05	25	0	2.0432699184081456e-07	0.0
1351	936155985999167488	1.821569861490971e-05	15	1	4.086539836816291e-06	6.129809755224437e-07
1352	216744938	1.821053697301891e-05	7	0	2.0432699184081456e-07	0.0
1353	68949263	1.8194999170892954e-05	10	0	2.0432699184081456e-07	0.0
1354	21552473	1.8188488616921276e-05	4	1	4.086539836816291e-07	2.0432699184081456e-07
1355	4838040725	1.8186015798944816e-05	49	1	4.2908668286571055e-06	2.0432699184081456e-07
1356	906087220708245504	1.8182829711360957e-05	210	19	3.718751251502825e-05	8.581733657314211e-06
1357	1056235034	1.8173470579083367e-05	5	8	5.925482763383623e-06	4.4951938204979205e-06
1358	957735616317341696	1.816586311995834e-05	7	0	8.173079673632582e-07	0.0
1359	525045140	1.8156479237000368e-05	38	158	7.396637104637488e-05	8.295675868737071e-05
1360	3334942187	1.8126967425736304e-05	10	0	2.6562508939305893e-06	0.0
1361	269909357	1.810905130823172e-05	8	1	6.129809755224437e-07	2.0432699184081456e-07
1362	2389187462	1.8029179737604536e-05	19	83	2.4314912029056933e-05	2.329327706985286e-05
1363	3331392022	1.800172898299783e-05	14	2	3.269231869453033e-06	6.129809755224437e-07
1364	123213579	1.7921695407917228e-05	24	0	1.430288942885702e-06	0.0
1365	616315856	1.7902311125053552e-05	10	2	1.430288942885702e-06	4.086539836816291e-07
1366	1430550222	1.7879711503801934e-05	6	0	3.677885853134662e-06	0.0
1367	246183823	1.7866895151487194e-05	19	0	1.2259619510448874e-06	0.0
1368	1095393793	1.7833541359609115e-05	4	2	2.0432699184081456e-07	4.086539836816291e-07
1369	105991522	1.7807742150402515e-05	10	0	2.0432699184081456e-07	0.0
1370	14256540	1.779312124848166e-05	58	4	7.355771706269324e-06	8.173079673632582e-07
1371	3083575311	1.7791676708772032e-05	7	2	4.086539836816291e-07	4.086539836816291e-07
1372	868499612591640576	1.7768373943191343e-05	131	77	2.921875983323648e-05	2.7584143898509965e-05
1373	950306666209316864	1.771624226011898e-05	58	2	6.742790730746881e-06	1.0216349592040729e-06
1374	223490519	1.7706942754480493e-05	5	0	6.129809755224437e-07	0.0
1375	3610989207	1.770496607514263e-05	110	7	1.1442311543085615e-05	9.603368616518285e-06
1376	447153380	1.769205634526099e-05	37	3	2.4519239020897748e-06	6.129809755224437e-07
1377	939073283391197184	1.7691757087034537e-05	69	24	1.6754813330946794e-05	1.1237984551244801e-05
1378	978789554	1.76476277489424e-05	4	0	2.0432699184081456e-07	0.0
1379	923853961303592960	1.7612680913272394e-05	214	39	0.00010012022600199914	1.205529251860806e-05
1380	942433155591626752	1.7606989381815204e-05	9	0	2.0432699184081456e-07	0.0
1381	1890645362	1.7588824632475862e-05	6	0	2.0432699184081456e-07	0.0
1382	2558243601	1.758021027067162e-05	5	1	2.2475969102489602e-06	2.0432699184081456e-07
1383	43687492	1.757359958894748e-05	49	0	3.5757223572142546e-05	0.0
1384	1084457952	1.75142047062136e-05	5	0	8.173079673632582e-07	0.0
1385	921229925134110720	1.7505105456080035e-05	82	4	5.067309397652201e-05	8.173079673632582e-07
1386	764369941508136960	1.7478702105265902e-05	6	0	2.0432699184081456e-07	0.0
1387	1055568416	1.7470873015048355e-05	6	1	3.8822128449754765e-06	2.2475969102489602e-06
1388	3262223237	1.746725491558872e-05	8	0	4.086539836816291e-07	0.0
1389	2483252695	1.7395726574312494e-05	15	0	1.0216349592040729e-06	0.0
1390	803856466289557504	1.7341323453799513e-05	5	8	1.6346159347265164e-06	2.860577885771404e-06
1391	4142974934	1.733808111466933e-05	5	0	8.173079673632582e-07	0.0
1392	2912646243	1.731612051098396e-05	77	95	7.090146616876265e-05	6.579329137274228e-05
1393	3918737787	1.7309180195198352e-05	39	53	4.883415104995468e-05	1.2463946502289688e-05
1394	383122689	1.7278314971729704e-05	7	1	4.086539836816291e-07	2.0432699184081456e-07
1395	143469704	1.7242751619111973e-05	16	2	8.173079673632582e-07	4.086539836816291e-07
1396	890234040862875648	1.723051578275531e-05	40	50	2.8401451865873225e-05	1.4711543412538648e-05
1397	2599838774	1.72151793611652e-05	7	0	4.086539836816291e-07	0.0
1398	2170765710	1.7184931779675204e-05	179	0	2.370193105353449e-05	0.0
1399	946657255	1.7172722944060774e-05	27	0	2.0432699184081456e-07	0.0
1400	185993578	1.711749517587867e-05	16	0	4.699520812338735e-06	0.0
1401	2844346485	1.7114941355675504e-05	4	0	8.173079673632582e-07	0.0
1402	2673507133	1.7064197960766446e-05	63	0	1.6959140322787608e-05	0.0
1403	726389633857236992	1.7052264757729018e-05	8	1	2.0432699184081457e-06	2.0432699184081456e-07
1404	2976347794	1.6998182271030092e-05	18	0	2.411058503721612e-05	0.0
1405	2313625040	1.699311400670619e-05	65	3	5.312501787861179e-06	6.129809755224437e-07
1406	3253197434	1.6972395437163685e-05	6	3	4.086539836816291e-07	3.4735588612938474e-06
1407	964804850394550272	1.6924848255116826e-05	9	0	2.6562508939305893e-06	0.0
1408	203133731	1.6923601720850257e-05	17	0	8.173079673632582e-07	0.0
1409	761475672737013760	1.689593833539844e-05	72	1	6.334136747065252e-06	2.0432699184081456e-07
1410	167308682	1.689296150356691e-05	7	0	4.086539836816291e-07	0.0
1411	2850070936	1.688325023660932e-05	11	1	1.0216349592040729e-06	2.0432699184081456e-07
1412	28859692	1.6878929367830926e-05	34	0	4.086539836816291e-07	0.0
1413	4182278435	1.6859269077379954e-05	7	0	2.0432699184081456e-07	0.0
1414	2698385406	1.685712251837218e-05	98	2	2.3088950078012045e-05	6.129809755224437e-07
1415	891284377199681536	1.685580060703354e-05	60	19	5.108174796020364e-06	4.086539836816291e-06
1416	2152983800	1.682677593416065e-05	5	0	4.086539836816291e-07	0.0
1417	2840625357	1.6800080075305624e-05	30	2	1.0420676583881543e-05	4.086539836816291e-07
1418	3049271016	1.6797270873082145e-05	108	18	1.164663853492643e-05	4.4951938204979205e-06
1419	3079986923	1.6792547993252678e-05	94	1	7.355771706269324e-06	2.0432699184081456e-07
1420	66368737	1.6778330977434446e-05	81	8	8.786060649155027e-06	1.6346159347265164e-06
1421	2309138419	1.6761490389495597e-05	46	11	1.0216349592040729e-06	2.2475969102489602e-06
1422	273901804	1.6721611418243795e-05	6	1	3.0649048776122184e-06	6.129809755224437e-07
1423	553363026	1.6659891096584834e-05	4	0	4.086539836816291e-07	0.0
1424	2269273748	1.66506107164721e-05	37	10	6.947117722587695e-06	2.4519239020897748e-06
1425	131168296	1.6640660942958092e-05	8	1	2.860577885771404e-06	2.0432699184081456e-07
1426	44866513	1.6629067499260463e-05	6	0	1.838942926567331e-06	0.0
1427	374699298	1.6604244816898066e-05	7	5	2.860577885771404e-06	1.2259619510448874e-06
1428	2350617211	1.6600788721891845e-05	53	0	9.807695608359099e-06	0.0
1429	4187355795	1.659391365789998e-05	14	9	1.6346159347265164e-06	1.838942926567331e-06
1430	236558431	1.658927178029722e-05	7	1	4.086539836816291e-07	4.086539836816291e-07
1431	966763222392102912	1.6573874607037085e-05	22	0	4.9038478041795495e-06	0.0
1432	3196932329	1.6560880499835953e-05	4	0	4.086539836816291e-07	0.0
1433	3374458715	1.655091497588898e-05	4	1	6.129809755224437e-07	2.0432699184081456e-07
1434	1515563822	1.6524570126683026e-05	4	1	4.086539836816291e-07	2.0432699184081456e-07
1435	880801071052062720	1.651810119885562e-05	4	0	2.0432699184081456e-07	0.0
1436	1151233716	1.651809557370099e-05	3	2	3.0649048776122184e-06	6.129809755224437e-07
1437	790380120	1.651809557370099e-05	3	0	1.2668273494130503e-05	0.0
1438	2738302692	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1439	2939545869	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1440	2951368461	1.651809557370099e-05	4	2	2.0432699184081456e-07	6.129809755224437e-07
1441	878477984	1.651809557370099e-05	3	0	1.430288942885702e-06	0.0
1442	4700477725	1.651809557370099e-05	3	0	4.086539836816291e-07	0.0
1443	2741738169	1.651809557370099e-05	3	0	4.086539836816291e-07	0.0
1444	186747210	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1445	891390535453347840	1.651809557370099e-05	3	0	4.086539836816291e-07	0.0
1446	2164413048	1.651809557370099e-05	3	2	1.0216349592040729e-06	4.086539836816291e-07
1447	432840562	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1448	847847378807803904	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1449	970707307913973760	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1450	781701900	1.651809557370099e-05	4	1	2.0432699184081457e-06	2.0432699184081456e-07
1451	967444460	1.651809557370099e-05	3	0	1.0216349592040729e-06	0.0
1452	201647260	1.651809557370099e-05	3	0	8.173079673632582e-07	0.0
1453	2502463908	1.651809557370099e-05	4	1	2.0432699184081456e-07	2.0432699184081456e-07
1454	246759438	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1455	3715623328	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1456	886300602296172544	1.651809557370099e-05	3	0	2.0432699184081456e-07	0.0
1457	523131645	1.6517655686608725e-05	3	0	2.0432699184081456e-07	0.0
1458	810444776432631808	1.6512471544099395e-05	3	0	6.129809755224437e-07	0.0
1459	931614430189838336	1.6505953114911226e-05	3	0	4.086539836816291e-07	0.0
1460	973396226623328256	1.6494762432285287e-05	3	0	2.0432699184081456e-07	0.0
1461	843328624791080960	1.6448219902855798e-05	4	0	8.173079673632582e-07	0.0
1462	261891266	1.641504724095689e-05	149	0	6.947117722587695e-06	0.0
1463	813815864302665728	1.6411762150651495e-05	80	0	1.0216349592040729e-06	0.0
1464	304341346	1.639831690604884e-05	74	1	9.39904162467747e-06	2.0432699184081456e-07
1465	817435587582066688	1.6387847368246786e-05	22	6	7.968752681791769e-06	1.2259619510448874e-06
1466	852955705	1.628629082651123e-05	47	9	1.838942926567331e-06	1.838942926567331e-06
1467	902805154285617152	1.626697292047222e-05	3	0	4.086539836816291e-07	0.0
1468	707953134782521344	1.6248614665813518e-05	11	4	2.0432699184081456e-07	8.173079673632582e-07
1469	65882433	1.622640205520062e-05	48	14	9.39904162467747e-06	3.269231869453033e-06
1470	480210903	1.6225035142624916e-05	6	0	4.086539836816291e-07	0.0
1471	248473889	1.621714080061363e-05	4	0	2.0432699184081456e-07	0.0
1472	931584439242690560	1.62161800242024e-05	94	6	1.879808324935494e-05	1.2259619510448874e-06
1473	481859991	1.620828118206741e-05	4	0	2.0432699184081456e-07	0.0
1474	786241862243799040	1.6183712756694405e-05	77	8	1.164663853492643e-05	2.0432699184081457e-06
1475	188764006	1.6127736842946176e-05	4	0	4.086539836816291e-07	0.0
1476	42214076	1.6109485466225496e-05	3	0	2.0432699184081456e-07	0.0
1477	1381900111	1.610519909839551e-05	138	302	0.0001025721499040889	0.00013832937347623146
1478	731069420118872064	1.6073942364164438e-05	192	11	6.129809755224437e-06	4.086539836816291e-06
1479	805709714990518272	1.60347282861902e-05	44	5	1.0829330567563171e-05	1.0216349592040729e-06
1480	727760962246316032	1.6017519813138388e-05	5	0	2.0432699184081456e-07	0.0
1481	710765419	1.5982530226293173e-05	24	0	1.838942926567331e-06	0.0
1482	2561722728	1.596786657319711e-05	86	0	6.129809755224437e-06	0.0
1483	97191679	1.596412359530463e-05	5	3	9.603368616518285e-06	8.173079673632582e-07
1484	3302299072	1.593343500169144e-05	3	0	4.086539836816291e-07	0.0
1485	2999601910	1.588748198846744e-05	3	0	2.0432699184081456e-07	0.0
1486	551010720	1.5880752053465093e-05	7	0	4.086539836816291e-07	0.0
1487	803970736822091776	1.5875944796316137e-05	5	0	1.0216349592040729e-06	0.0
1488	2538894292	1.58699540066325e-05	6	0	6.129809755224437e-07	0.0
1489	33169364	1.5864037468990014e-05	3	0	4.086539836816291e-07	0.0
1490	2908023701	1.5852499151807788e-05	46	0	2.6562508939305895e-05	0.0
1491	573474539	1.584408167041568e-05	82	0	2.4519239020897748e-06	0.0
1492	805433712368373760	1.583431640197362e-05	56	4	5.108174796020364e-06	2.0432699184081457e-06
1493	2203093568	1.58158681448408e-05	25	4	1.0012022600199913e-05	8.173079673632582e-07
1494	826297816901263360	1.580305516761884e-05	3	0	2.0432699184081456e-07	0.0
1495	299300589	1.5802977540484908e-05	138	0	4.086539836816291e-07	0.0
1496	19265358	1.5777321210205977e-05	3	1	1.0216349592040729e-06	2.0432699184081456e-07
1497	436795156	1.574798040364274e-05	28	1	4.086539836816291e-06	2.0432699184081456e-07
1498	1267913708	1.5737927127283496e-05	21	1	5.108174796020364e-06	2.0432699184081456e-07
1499	14094328	1.57258341698545e-05	9	1	4.086539836816291e-07	2.0432699184081456e-07
1500	2455213267	1.5717741822400154e-05	3	0	1.0216349592040729e-06	0.0
1501	39254274	1.570569049111544e-05	17	0	4.086539836816291e-07	0.0
1502	4600797375	1.568899840725889e-05	132	22	2.1250007151444714e-05	9.194714632836655e-06
1503	1403074795	1.56724615776702e-05	54	2	4.699520812338735e-06	8.173079673632582e-07
1504	309497206	1.5660268492488746e-05	4	0	6.129809755224437e-07	0.0
1505	755169728	1.5639737803110965e-05	7	1	2.6562508939305893e-06	2.0432699184081456e-07
1506	1527078614	1.5589024784036927e-05	13	2	1.430288942885702e-06	4.086539836816291e-07
1507	2337831258	1.5573371103725544e-05	17	4	5.721155771542808e-06	1.2259619510448874e-06
1508	2937878613	1.5569093736142972e-05	9	2	8.173079673632582e-07	4.086539836816291e-07
1509	956134778440429568	1.554621398219065e-05	36	0	0.00022925488484539395	0.0
1510	440332744	1.554295026747286e-05	67	20	9.39904162467747e-06	5.721155771542808e-06
1511	3952549343	1.5542601507885643e-05	98	14	7.600964096478302e-05	4.699520812338735e-06
1512	125003401	1.5504735216961357e-05	4	1	6.129809755224437e-07	2.0432699184081456e-07
1513	966453603266375680	1.5503838567312933e-05	7	0	4.086539836816291e-07	0.0
1514	975101250634223616	1.548618683207608e-05	12	1	3.0649048776122184e-06	2.0432699184081456e-07
1515	4854302297	1.5445512463959237e-05	213	1	2.2475969102489602e-06	2.0432699184081456e-07
1516	184436011	1.5433475758076563e-05	56	1	1.6346159347265164e-06	2.0432699184081456e-07
1517	2428153741	1.5427361214991013e-05	14	6	5.925482763383623e-06	1.2259619510448874e-06
1518	950652335390363648	1.5414293980779663e-05	3	3	8.786060649155027e-06	1.0216349592040729e-06
1519	14625412	1.5349281818629747e-05	4	0	2.0432699184081456e-07	0.0
1520	944144774918963200	1.5304400959878707e-05	47	1	8.581733657314211e-06	2.0432699184081456e-07
1521	2572470601	1.5235123805486414e-05	9	0	6.538463738906066e-06	0.0
1522	477399314	1.5230771060831769e-05	8	15	5.108174796020364e-06	5.5168287797019935e-06
1523	403538003	1.5180692559200272e-05	93	43	2.3497604061693676e-05	1.838942926567331e-05
1524	312903354	1.5177828230461396e-05	3	0	4.086539836816291e-07	0.0
1525	3127911538	1.5146572621261248e-05	5	2	6.129809755224437e-07	6.129809755224437e-07
1526	358131082	1.5129764659219273e-05	4	1	4.086539836816291e-07	2.0432699184081456e-07
1527	2438093653	1.5109700857675993e-05	92	17	7.968752681791769e-06	4.9038478041795495e-06
1528	621941233	1.50637185936479e-05	28	0	3.0649048776122184e-06	0.0
1529	366235786	1.5060551631589789e-05	13	0	3.0649048776122184e-06	0.0
1530	3123173512	1.5040035567614053e-05	18	0	2.0432699184081456e-07	0.0
1531	273348669	1.5039237920687164e-05	30	2	2.6562508939305893e-06	4.086539836816291e-07
1532	358033253	1.502579830123914e-05	23	58	2.7175489914828337e-05	2.2067315118807974e-05
1533	895299157988167680	1.5022597588253234e-05	27	14	1.4098562437016205e-05	3.269231869453033e-06
1534	3217576001	1.5014965378447826e-05	69	0	1.7980775281991682e-05	0.0
1535	818786750827008000	1.5000689861021414e-05	3	0	2.0432699184081456e-07	0.0
1536	3004848934	1.4950580983554903e-05	5	0	8.173079673632582e-07	0.0
1537	2599216890	1.4937878259363743e-05	8	0	3.8822128449754765e-06	0.0
1538	2188410637	1.4934331036852474e-05	123	68	2.860577885771404e-05	2.5336546988261007e-05
1539	2360732262	1.493283587075115e-05	4	0	6.129809755224437e-07	0.0
1540	271484040	1.4927630352654214e-05	57	0	4.4951938204979205e-06	0.0
1541	2801568861	1.4919921640745805e-05	31	4	3.8822128449754765e-06	8.173079673632582e-07
1542	159019766	1.491218930318794e-05	17	4	1.4915870404379464e-05	8.173079673632582e-07
1543	765911434563911680	1.4890702337522633e-05	41	1	3.0649048776122184e-06	2.0432699184081456e-07
1544	588965542	1.4886865982063254e-05	116	19	9.807695608359099e-06	4.2908668286571055e-06
1545	1425083180	1.4856646526346416e-05	8	0	6.129809755224437e-07	0.0
1546	109090465	1.4852975550433232e-05	3	0	2.0432699184081456e-07	0.0
1547	2497832960	1.48366491016278e-05	116	5	4.9038478041795495e-06	1.0216349592040729e-06
1548	2272111265	1.4809629233865941e-05	4	0	4.086539836816291e-07	0.0
1549	415493774	1.4792943900194952e-05	6	0	4.4951938204979205e-06	0.0
1550	2392633652	1.4743180407222882e-05	7	2	1.430288942885702e-06	4.086539836816291e-07
1551	875613417297461248	1.474222525596628e-05	7	0	2.4519239020897748e-06	0.0
1552	49587902	1.473298425193597e-05	5	0	4.086539836816291e-07	0.0
1553	2257993742	1.4729618159403867e-05	51	73	4.638222714786491e-05	2.1658661135126343e-05
1554	874685829049970688	1.468466529867353e-05	4	3	1.2259619510448874e-06	8.173079673632582e-07
1555	766122719016607744	1.4675410794272106e-05	7	10	2.2475969102489602e-06	2.860577885771404e-06
1556	1100471400	1.4670254777535934e-05	8	4	1.2259619510448874e-06	8.173079673632582e-07
1557	286157506	1.466144691041233e-05	4	0	2.0432699184081456e-07	0.0
1558	51027322	1.4637973140130816e-05	31	0	1.0216349592040729e-06	0.0
1559	727497276	1.4612791572902866e-05	3	0	2.0432699184081456e-07	0.0
1560	272892608	1.4602878925409435e-05	83	1	2.0432699184081456e-07	2.0432699184081456e-07
1561	933605015448629248	1.4558038567771747e-05	31	19	7.560098698110139e-06	4.2908668286571055e-06
1562	317106246	1.4517158318995353e-05	5	0	2.0432699184081456e-07	0.0
1563	1590944965	1.4503475692867207e-05	40	0	0.00012668273494130503	0.0
1564	294366467	1.4466024538354797e-05	8	0	2.2475969102489602e-06	0.0
1565	1517380124	1.4462080179926473e-05	25	1	9.603368616518285e-06	8.173079673632582e-07
1566	99571437	1.445881534017776e-05	11	2	1.6346159347265164e-06	4.086539836816291e-07
1567	249644549	1.4435845583751317e-05	91	0	2.6562508939305895e-05	0.0
1568	2586026720	1.4434558548371396e-05	3	0	4.086539836816291e-07	0.0
1569	892436758486560768	1.4422814350529615e-05	5	7	2.6562508939305893e-06	1.430288942885702e-06
1570	348379416	1.4361690295261704e-05	80	11	5.925482763383623e-06	2.2475969102489602e-06
1571	907246319781195776	1.4354920984176924e-05	5	0	2.0432699184081456e-07	0.0
1572	227469254	1.43365064779719e-05	119	12	4.4951938204979205e-06	2.860577885771404e-06
1573	900815115297181696	1.4308966845921996e-05	4	0	4.086539836816291e-07	0.0
1574	2307838406	1.430098475149845e-05	11	5	1.838942926567331e-06	1.0216349592040729e-06
1575	227383396	1.4299045198181154e-05	5	0	1.0216349592040729e-06	0.0
1576	490932563	1.4296157243792816e-05	112	116	0.00013015629380259887	8.356973966289316e-05
1577	777776528113410048	1.4279200777668542e-05	10	0	1.0216349592040729e-06	0.0
1578	2357894389	1.4272628346995901e-05	33	0	9.603368616518285e-06	0.0
1579	3030793774	1.4267471205228805e-05	56	2	1.6959140322787608e-05	1.430288942885702e-06
1580	726127591	1.4244377695400449e-05	9	0	6.129809755224437e-07	0.0
1581	372159974	1.4217862966524592e-05	74	1	0.00010808897868379091	2.0432699184081456e-07
1582	2284746270	1.42142977435185e-05	20	2	1.0216349592040729e-06	4.086539836816291e-07
1583	932976289312624640	1.4212510069376283e-05	15	0	6.129809755224437e-07	0.0
1584	2380039164	1.4148269678441954e-05	44	0	9.807695608359099e-06	0.0
1585	229412125	1.413541507507571e-05	38	1	7.355771706269324e-06	2.0432699184081456e-07
