rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	rank_out_real	rank_in_real
4086	5341	10098	4606	11917	7452	161066
4087	7587	8222	6979	8278	15247	283
4088	1868	1650	3113	1298	2261	535499
4089	3856	5865	3974	7827	6700	55137
4090	8849	32964	4637	34894	182370	380653
4091	3224	1708	5742	3261	966	1251607
4092	7972	29589	3110	30169	85002	371937
4093	3108	3371	4419	5912	3050	13485
4094	6295	6739	2965	7155	12162	81225
4095	9569	26989	3437	36488	49309	70260
4096	10309	10009	6707	15631	15684	1195322
4097	6118	40605	4529	12013	479416	925342
4098	7343	9608	5350	34077	4605	1063404
4099	12421	16129	7753	17228	32832	100633
4100	3829	12464	2094	11382	83740	290284
4101	5092	9502	2648	7438	26680	201289
4102	11160	14334	7334	43863	13963	716173
4103	4606	7186	4378	5522	14260	999165
4104	8307	11557	10279	15878	14280	872202
4105	4163	1344	2519	3883	574	186053
4106	6205	23955	3154	13981	82851	761321
4107	7183	11925	2845	13940	12455	305411
4108	2781	31082	6667	31708	80024	310546
4109	2375	1465	4764	795	4442	1337772
4110	6023	6509	2456	7517	7789	624502
4111	5155	7989	4861	8163	14617	721
4112	18015	41442	9302	44974	401401	854962
4113	5573	7517	3550	14460	5692	1297122
4114	2467	2710	5867	3363	3215	532047
4115	3503	13261	3072	10564	29700	114884
4116	5071	11144	3311	14332	155991	310606
4117	5143	33528	6143	19640	83016	596449
4118	3432	11414	7653	16685	11659	11164
4119	2818	8379	6675	8658	37178	1333896
4120	3360	1343	6367	1411	2455	63883
4121	3825	4492	4634	4127	7407	18384
4122	3984	3041	6092	7087	5338	438185
4123	3438	3599	4321	8932	1332	298976
4124	1192	1536	3029	1833	5370	158277
4125	4101	5523	2578	4130	25411	142746
4126	4409	8627	2494	17539	7404	979704
4127	3350	5126	3598	3612	10975	145752
4128	3578	1794	4698	4306	813	1304278
4129	2737	4191	3808	2996	9427	55417
4130	1635	8104	11985	14993	6627	413726
4131	3966	4682	7535	1384	29026	296487
4132	6616	12180	4205	39175	10170	980363
4133	4004	3530	8966	11168	2028	1330883
4134	2662	1909	3864	2039	1579	40531
4135	6561	10061	3105	8869	49764	576017
4136	9401	34244	2467	27520	150451	224286
4137	3100	752	5369	1339	504	87965
4138	5833	2949	5403	2969	4937	1282964
4139	1703	15272	4136	41945	14186	242813
4140	11643	17760	8367	18063	29431	1161423
4141	3694	41121	8163	42381	342833	685042
4142	2536	2446	3762	2585	3693	10797
4143	2834	4506	4262	4228	4514	1334252
4144	8202	30098	3108	23255	124657	613646
4145	3032	1652	4319	1894	2506	14012
4146	3662	11349	5494	9810	19921	204221
4147	3001	1202	5704	1154	2908	1333874
4148	2338	1648	3909	2043	2184	918600
4149	6040	18014	2351	17381	54084	123137
4150	2539	2592	4569	2626	5023	177117
4151	3266	4459	6582	4738	8434	1167738
4152	5982	10647	5158	11674	69266	1285174
4153	2832	3131	3068	3606	5222	229316
4154	9195	22664	3740	42774	16709	95075
4155	2176	2159	2819	1211	4794	177
4156	2492	4104	1542	2773	7584	364468
4157	5654	6216	8407	13984	5665	1220352
4158	6321	8816	4577	5549	20317	121089
4159	9023	18828	3602	30442	18924	1183181
4160	2772	1000	4779	1852	1078	134812
4161	8044	40904	1827	30321	564802	1207802
4162	2308	1611	4617	1554	1739	339802
4163	4374	8763	2183	11023	12874	24388
4164	2715	416	3442	1862	106	578826
4165	8696	6221	9084	5630	13506	7319
4166	1827	17216	11147	44672	16595	96310
4167	6499	4691	4200	5624	4978	1307356
4168	3788	1716	3783	2631	1716	81172
4169	5449	1773	4158	3821	721	459073
4170	11563	43854	4106	37311	651473	364148
4171	3408	4265	3245	4734	4685	1314906
4172	2054	3976	4139	2183	11711	160195
4173	3420	3705	3390	3115	13226	1279342
4174	7881	7319	7188	17198	6911	688696
4175	5743	7124	7079	8297	8472	408436
4176	2884	41898	11941	37876	453641	31655
4177	5567	4446	3868	8653	3365	72991
4178	1666	1761	7644	946	4521	94215
4179	10513	21508	8771	42937	37543	873380
4180	9400	28095	11545	37705	154825	1068763
4181	8924	5891	5235	17930	5412	1336765
4182	4378	3177	3754	5514	2118	1053904
4183	3545	7933	3067	2006	71868	22276
4184	4779	5957	3077	6912	11159	261744
4185	3793	2401	5522	1576	6279	791304
4186	3976	3669	3502	2682	4499	1339443
4187	4173	3413	3791	3839	4578	356707
4188	3835	3348	3642	2293	6828	952937
4189	3049	1314	5915	1307	1900	784868
4190	13550	43857	7367	44996	922702	443867
4191	4062	4187	3826	3680	6422	233685
4192	2931	2521	3921	2110	3282	1189956
4193	3782	7489	2545	6449	9909	26240
4194	2495	414	4343	1137	231	529634
4195	2461	3381	5521	8934	1402	947262
4196	1413	18143	4207	40664	14864	101796
4197	5624	31592	3050	39211	85073	226041
4198	2970	4293	3363	1445	14350	1338616
4199	3577	5972	4245	5016	10330	1331117
4200	11487	27780	3828	43322	97713	14797
4201	7291	24689	9787	16916	292483	1220100
4202	10731	27412	4327	34669	64607	176390
4203	2825	4290	3405	2474	6564	1319683
4204	5615	3169	3016	8670	1239	751187
4205	7622	9400	2540	19218	5223	197477
4206	5081	8949	5614	44078	3660	1186610
4207	3186	13524	4654	4267	36010	1143750
4208	6041	4791	6248	5136	11822	481027
4209	3401	11682	4715	13190	22452	943692
4210	4066	4788	7767	7607	4954	647522
4211	3085	3134	4118	2704	3825	1062670
4212	6130	6580	4496	10153	9391	1319746
4213	4180	5368	3440	3321	8743	846
4214	3006	1473	3228	5094	490	515811
4215	3667	2921	5573	3274	4027	1028475
4216	2658	2412	3114	1815	7682	18323
4217	2317	2186	6031	1041	6384	33075
4218	2665	838	4389	921	1192	1232923
4219	14017	6756	12191	10508	11681	180719
4220	4282	25526	5696	20192	34367	843225
4221	3550	10426	3096	7286	20756	648250
4222	9796	8488	6409	15688	7227	273827
4223	7255	13469	3690	10407	29992	712069
4224	9040	19238	1495	40690	19076	50890
4225	3744	3095	3398	3715	3688	1337521
4226	3618	1791	3472	2519	2421	636388
4227	6029	2823	3830	4595	11286	4715
4228	2290	24049	7267	43755	56900	583516
4229	2250	2369	4161	1157	6392	187909
4230	4128	2449	7185	2870	3872	22585
4231	2561	2052	4626	1572	4679	1334757
4232	3501	2004	3310	1891	1663	1332597
4233	7621	41573	4828	44143	471263	1057204
4234	6263	15468	2193	14673	30886	95143
4235	3289	1951	3799	2692	2323	905032
4236	2827	7771	8911	11063	9120	439422
4237	3155	3329	6387	2536	4840	1339685
4238	4331	1769	7581	6869	546	158169
4239	2603	3306	5084	2560	5781	932942
4240	7128	3463	6298	2923	5649	276552
4241	5122	6868	3032	5413	15076	235439
4242	1398	33339	7509	30267	167750	272035
4243	6993	25381	2294	16117	68113	230916
4244	9445	22374	7831	40391	43793	36866
4245	16651	28003	13309	42078	90377	671303
4246	5151	5337	7698	6711	7630	781353
4247	8942	18624	8159	36280	37465	194785
4248	4864	2204	4018	8809	654	320493
4249	5435	22930	2982	34827	30774	348690
4250	3086	2691	5314	2142	5140	129504
4251	5206	8312	2849	13351	8305	165251
4252	10368	24546	3891	23475	32424	57956
4253	2986	2539	3457	3798	5820	49563
4254	2294	4751	3551	2531	16037	441578
4255	7178	26634	1880	13214	111914	279522
4256	8220	10920	6215	11145	52876	697463
4257	7102	21203	3423	41197	34645	1280635
4258	4207	2778	5254	9328	816	176281
4259	7799	11800	6163	10617	20440	182848
4260	7052	39771	4341	23888	342576	676360
4261	9710	39918	2276	40289	404405	1126584
4262	6251	19263	3380	13260	40439	234741
4263	3683	4354	4997	6914	7948	955675
4264	2729	3308	3774	4524	3766	200431
4265	5750	5040	9131	8225	6656	1228224
4266	3294	7173	3403	3727	20981	93037
4267	10369	16583	3573	22789	26875	736689
4268	6249	8240	2645	8212	12807	5109
4269	2938	2486	5165	2048	3560	1336348
4270	8378	5213	4089	31178	1434	1126457
4271	3970	3872	3538	4672	4167	1314832
4272	10488	30087	3227	39614	89706	54965
4273	5283	12117	5770	41370	9273	854192
4274	6642	12404	11856	6458	72632	1305268
4275	7878	21063	3334	27158	23874	815
4276	4561	5349	2389	5265	11753	120284
4277	3127	3201	3950	2442	3616	1218217
4278	2454	2339	3562	970	2960	1284661
4279	3115	10390	3719	4453	26252	1105838
4280	5040	27988	1741	17550	119114	1212238
4281	5760	15573	3200	15825	38299	461346
4282	9218	12908	6411	11408	47177	151212
4283	5938	14995	2757	12281	14961	63866
4284	4492	2821	6190	5012	2093	147841
4285	1210	2038	7856	560	13466	5115
4286	11028	27603	4638	44109	59838	505
4287	3435	9538	8350	41608	32153	99845
4288	4399	7189	1661	8184	7596	1337565
4289	5363	7353	5134	10791	6183	517467
4290	10146	38833	2981	26928	185062	449254
4291	5458	5948	4807	12191	3645	1022611
4292	8118	13431	2449	18008	12697	672
4293	4027	10288	3634	4369	26568	1074395
4294	8284	31632	3406	27939	119402	431480
4295	2787	5932	6687	6475	11920	975439
4296	4972	7328	4751	5506	15053	1319854
4297	2030	6694	5978	8318	11766	1134317
4298	4964	5733	2673	5991	5875	94868
4299	4284	1231	3645	3814	363	1106705
4300	9576	36929	3225	31528	215016	382823
4301	2237	795	3604	1352	523	953770
4302	4746	4621	3212	5869	5921	1275576
4303	5406	17042	3933	13074	29620	872705
4304	2911	2867	2093	3812	2605	844325
4305	2674	13170	8725	11389	56871	569399
4306	10957	20990	3966	23729	34578	84283
4307	4175	2021	5056	2575	1772	1339560
4308	5366	8648	3632	5857	24542	81467
4309	2515	4645	3593	3857	31640	607272
4310	9232	18637	7227	41117	34491	6165
4311	3944	30568	3250	42085	89559	483044
4312	3789	6197	4947	7991	11555	1258540
4313	4525	10467	5427	10817	12587	805242
4314	3514	14145	4706	15869	25192	45108
4315	13033	13787	7865	43725	18513	23783
4316	4459	14789	2705	6372	190332	1064984
4317	8448	21407	3984	24022	86498	193526
4318	2512	4432	3122	2127	9045	309785
4319	3831	4529	5055	3327	11677	76
4320	2578	9624	4564	12076	8020	284349
4321	10396	32948	3964	40208	68942	62108
4322	10884	42526	5135	37548	437013	103543
4323	4611	2390	3318	4428	2025	128408
4324	2377	1220	4713	1858	766	855110
4325	10164	16345	12845	8450	46134	110930
4326	7786	6474	3375	9506	5422	1202794
4327	3168	3863	2654	3141	4200	541113
4328	3532	2388	4485	2761	3899	931993
4329	6439	6233	6372	6370	8893	876057
4330	11402	19975	4664	36970	42279	663658
4331	4350	4414	4614	6566	2747	471132
4332	5177	36301	2454	38257	263376	760712
4333	4563	15051	2590	41671	9914	805478
4334	4432	5331	4957	4783	8768	883896
4335	2358	340	5149	548	347	37457
4336	13064	38847	10291	43419	307265	1019205
4337	2507	2572	2359	1933	5542	94
4338	15166	11460	9629	18133	9926	1280055
4339	9855	22526	3613	33639	40420	53211
4340	4978	20504	2522	27472	235888	322959
4341	2788	3210	4019	2472	5640	534619
4342	2835	2940	4588	1362	23222	1086720
4343	3452	2266	3999	1639	2971	160673
4344	9021	40509	3388	26723	226817	1230185
4345	2549	1993	4825	1425	5070	1089427
4346	3012	3142	3657	5391	2703	908196
4347	6033	18007	5122	12699	25868	40871
4348	8382	43350	2835	39508	726720	1216160
4349	2173	1152	3500	606	1970	280429
4350	2254	1784	3862	1165	3335	339070
4351	9761	28708	2989	34257	79970	216847
4352	7979	7453	6817	11359	10635	1247146
4353	2708	4984	4134	2551	13371	779995
4354	3981	12917	5138	7536	41227	1016011
4355	3689	3175	4447	4042	4462	486154
4356	4800	2570	5399	2379	4416	257611
4357	10695	41570	2873	33155	387020	560252
4358	3248	5166	3235	3948	12182	103986
4359	5873	5903	5634	5943	7294	72312
4360	2930	5330	3367	11381	5664	959407
4361	5070	4533	4829	7001	2818	907434
4362	5648	3161	5699	2331	7932	158726
4363	3119	1135	3716	1217	1555	576886
4364	3459	4013	4921	2546	7104	1108681
4365	9114	32457	2899	26129	144461	310747
4366	4491	7722	8366	17643	9428	7267
4367	3271	4313	5301	2606	9681	347579
4368	5156	9170	2113	11201	11302	8675
4369	2433	1306	3682	1253	2125	11812
4370	2275	1047	3893	574	1690	239435
4371	3045	1637	6847	2238	4299	25979
4372	4242	1889	4239	2740	2314	342146
4373	4379	5328	2970	5256	6808	135418
4374	10212	20563	4747	21664	33051	270514
4375	3504	5139	6083	3899	6433	51
4376	2475	25735	9041	18200	104822	837447
4377	4251	1490	3237	3759	554	233045
4378	3416	2593	4337	3572	3554	383639
4379	12116	13789	5844	38112	20835	326100
4380	5091	12452	3827	11085	35242	1113066
4381	4363	41686	5722	21339	268021	1186570
4382	3555	3319	4108	5187	3053	240468
4383	2768	11210	9461	7508	29558	644025
4384	4588	7274	6439	6209	29368	679725
4385	15171	42419	12913	36560	486074	636720
4386	3661	10385	3512	5335	29458	1317059
4387	7600	4951	4169	9295	2595	146
4388	2646	980	4439	1971	917	70747
4389	3559	10943	4923	2391	206809	1305614
4390	2421	2725	4719	981	25056	1266725
4391	4248	10341	4428	4752	45551	1334156
4392	4797	6097	6346	9663	8098	78554
4393	3660	4561	4899	1740	12547	1330906
4394	5271	1500	8397	4227	1128	202262
4395	2782	1809	3722	1393	2923	215847
4396	3379	3507	3636	2031	8694	1090511
4397	5566	3989	2934	15601	4149	291525
4398	2959	866	3378	1490	556	938221
4399	7341	10604	3254	28524	7528	195088
4400	1618	615	3859	582	1618	878353
4401	4768	2969	4675	10489	1125	15195
4402	11510	37372	6130	11950	477927	738064
4403	7078	13874	7312	15767	22860	580244
4404	9724	3811	8589	6831	9184	448501
4405	2727	4981	3165	4029	7478	14100
4406	4227	7646	3184	6171	13792	1282070
4407	2852	2310	4114	1575	2983	1165989
4408	9394	35390	2150	29389	197645	640321
4409	3152	1984	3837	2280	2416	599186
4410	4177	22035	5239	33214	35657	801543
4411	7707	5587	7017	5427	9433	948591
4412	7610	20816	3894	12673	26169	1093939
4413	3199	3317	3879	2846	3936	151817
4414	9327	30218	7544	18862	76059	583170
4415	5144	9458	3533	5192	16464	53213
4416	7206	22776	5654	43585	40519	129485
4417	2043	2036	7788	1744	3804	96923
4418	3659	2931	5738	1982	6769	566427
4419	2446	2247	3594	1556	3080	168396
4420	2821	3675	4599	4694	11476	5132
4421	4966	4542	3272	4908	6502	771750
4422	4230	21006	4546	14627	20122	713539
4423	5801	10060	3229	6223	27401	32183
4424	9641	27499	3920	16058	118860	66165
4425	5551	10587	1787	8581	14776	44557
4426	5208	11431	8851	7504	27689	978507
4427	3584	5893	5256	3978	12677	115569
4428	6380	9611	2677	15287	8986	641016
4429	2724	6620	4044	6246	8441	1337305
4430	5954	16574	5633	5844	115420	673602
4431	2399	6200	4819	4458	20227	53414
4432	4609	17155	5119	17419	48988	280712
4433	2999	4381	6391	5441	4791	375011
4434	3258	4056	5414	2490	5040	42458
4435	3473	14540	4516	14591	23808	93587
4436	4547	4760	7566	3510	10070	2304
4437	4426	3249	4716	4663	4192	1025345
4438	8921	35733	4781	21863	201316	390182
4439	1945	644	4903	945	851	53752
4440	3373	3534	4610	1706	5165	289060
4441	5527	9509	5895	17121	12514	520537
4442	2071	979	3143	674	1929	7717
4443	15931	22253	8586	44354	42035	103669
4444	4963	9075	3666	9171	9670	135822
4445	3594	11132	9368	18170	14279	167750
4446	4264	3304	5270	3188	3524	1094657
4447	2405	13063	8186	10428	15074	1292760
4448	2680	9468	3600	5882	19672	73663
4449	7330	14506	2446	17758	23027	42661
4450	9768	19447	2806	41442	33247	77372
4451	3536	5266	2450	3447	6358	56033
4452	2903	3305	8780	2673	3637	1326431
4453	4375	5011	2005	5508	6671	151762
4454	4674	1351	3044	3796	879	321
4455	9712	32861	3125	28287	86026	116025
4456	8093	7269	5728	11287	6161	322854
4457	6420	9695	6650	10374	12803	137555
4458	4010	21568	5657	14425	61907	226397
4459	7556	29157	2390	16205	169034	1041800
4460	3161	4673	7189	5699	4776	1023613
4461	6992	2272	4229	4965	1528	714127
4462	2596	3393	2946	3473	11582	475525
4463	3634	12247	3090	4924	81039	1015626
4464	5093	6034	1901	8243	8984	30784
4465	2060	1269	3371	566	3924	624861
4466	9427	5761	4841	11302	3093	388201
4467	3937	5951	3345	3639	12426	65677
4468	4600	11732	3133	9971	16551	492970
4469	5923	6098	6521	11294	6042	854661
4470	7619	2576	7476	4174	3916	1333097
4471	4089	3311	5563	8867	1602	870547
4472	5995	525	5579	8919	13	1054627
4473	3120	2695	3183	1895	4824	7744
4474	4885	24229	9950	18177	211931	1263675
4475	7304	22993	2278	16407	69745	196836
4476	4420	3763	2489	3987	3957	375768
4477	5542	31749	2680	35372	90515	1190969
4478	5159	3154	4857	3600	5554	1339029
4479	16952	14769	12284	37554	11352	60
4480	3274	3869	4109	4006	3479	1201922
4481	7281	11949	2682	16032	19594	518087
4482	7120	10013	4075	6341	46298	692928
4483	3641	3537	3430	2055	11950	1296157
4484	8413	13461	3693	9145	53249	607353
4485	3520	9615	5308	11193	9624	260283
4486	3013	21732	4811	36223	24391	161002
4487	3300	16257	10105	8434	102425	343698
4488	3990	7135	3427	5205	11320	1339202
4489	7032	8910	6800	10264	17609	1133309
4490	5718	3995	8189	3739	4887	204116
4491	4812	5352	5515	4927	29420	477641
4492	4356	5117	6033	3673	19805	613989
4493	10166	32539	3589	32215	126418	464924
4494	5209	3801	6519	4690	2926	132818
4495	4630	4463	6780	2275	19263	186049
4496	6626	15021	3922	14489	16620	79593
4497	8098	12940	9955	12384	18163	52381
4498	2359	2329	4445	972	5378	651282
4499	10348	37562	5472	20442	191238	523173
4500	4912	10051	4339	15081	37527	307055
4501	4803	12744	3941	13718	18377	430579
4502	2312	759	4138	918	725	22961
4503	5802	6395	3327	5559	13167	6661
4504	17655	39896	13155	25612	403643	455916
4505	4339	4938	5509	2204	16602	15332
4506	2378	6526	7061	7582	5304	111350
4507	4954	2618	6205	3124	8448	1173657
4508	5026	893	6081	3104	539	330731
4509	9735	3365	11488	8439	2339	270635
4510	5198	5177	3506	9116	4017	535453
4511	11044	41949	5771	44559	424907	1035000
4512	2244	6116	6424	6717	9412	475359
4513	9644	41050	4762	42014	379484	199351
4514	2778	3529	3483	2008	7582	149580
4515	4502	42398	10697	19340	459498	1199633
4516	11166	15235	12950	8723	45010	439420
4517	6953	5781	7953	4710	120823	1012143
4518	2296	2805	2758	1553	7269	11956
4519	7016	1977	7114	8555	340	742368
4520	3091	3856	5228	3190	4270	366326
4521	3756	2519	5341	4713	2868	1025344
4522	5510	7203	7195	10077	8719	941824
4523	3159	3558	3585	2495	5035	1320699
4524	9626	33054	5274	21496	69830	336607
4525	3349	17996	6991	43550	34050	1304489
4526	2751	3858	4325	5361	4761	224182
4527	9513	41583	3441	43544	558731	406413
4528	7517	5514	6961	4900	5293	541
4529	7323	7955	4148	6389	9778	1335993
4530	1134	3690	1892	2053	8829	64154
4531	3790	5164	4521	7085	7702	1275603
4532	5636	6588	4627	9905	8123	76437
4533	7990	28117	2793	43102	29841	2856
4534	13886	20139	10903	17889	91694	743322
4535	7852	44880	5081	27170	1025557	654624
4536	5957	31831	4129	27553	116031	1120053
4537	3838	3422	2282	4602	3920	20870
4538	8649	37780	2779	25135	161183	435191
4539	3283	2144	3527	2157	1883	1285730
4540	3485	4014	3402	2150	7641	317632
4541	3178	9461	2955	6000	14707	1246552
4542	8927	36129	3208	21591	164666	323229
4543	4184	3904	4120	1877	6175	1250564
4544	3148	4078	3744	1583	8086	1241323
4545	5475	35573	6601	19289	286328	1056161
4546	3632	2859	3937	4052	5617	1127007
4547	3711	2660	2340	2760	5891	458538
4548	2484	1731	3971	2871	1613	629151
4549	4208	12314	4937	17237	20102	1100441
4550	11766	21055	4724	41085	23379	193482
4551	1939	1442	5120	705	3624	14238
4552	16718	14451	12146	42249	15444	102420
4553	9792	21488	4214	28202	110251	811986
4554	2517	5207	7793	5443	4475	1314710
4555	2614	2917	4260	3997	2743	1339465
4556	4740	4456	3782	6586	5969	114168
4557	5811	2135	5049	4114	957	1337853
4558	5440	14349	4557	10439	31928	59007
4559	3730	6941	4872	2399	96864	1070101
4560	5576	6029	5233	5435	9626	269614
4561	13731	12015	12739	17351	16510	1082363
4562	6974	7428	7996	5106	10714	1293307
4563	9952	43358	5848	20215	495890	733537
4564	7489	15719	9326	7897	121119	396439
4565	3675	17191	14379	32166	18952	4652
4566	7558	22496	9245	11476	76778	1331748
4567	5337	10227	2137	11223	17688	83873
4568	3622	15063	3379	16678	52927	198254
4569	4362	8396	5744	8041	9395	1057677
4570	5970	3670	6021	3879	4914	910982
4571	8170	8647	3662	15755	9518	180301
4572	6046	6649	6400	11635	5211	236908
4573	8052	10797	2717	14668	10086	130077
4574	4749	5560	3448	4288	14054	1249
4575	6022	25825	6365	26508	110411	405613
4576	2870	10657	4256	10725	25012	365513
4577	3770	1601	4223	1817	1347	1337684
4578	3239	1764	3595	3182	1306	114904
4579	1153	3968	6716	5556	4269	7890
4580	5033	3436	4999	6661	2026	1151402
4581	3897	4068	5023	5436	4179	148553
4582	9963	29442	4026	23005	66039	491405
4583	8666	13584	2919	33929	9169	383376
4584	2044	1997	9303	1616	1853	152429
4585	9139	9477	3751	11603	19863	91183
4586	5959	3228	7595	5785	3651	156726
4587	6464	4026	6555	5477	3065	1025135
4588	2636	9804	7575	6573	21463	158112
4589	5348	11862	4736	27682	7633	172683
4590	5635	5358	4005	6553	4439	1339721
4591	3467	2258	3394	2487	2448	348634
4592	3557	8623	6047	20662	6900	966752
4593	3564	2644	3851	1995	4631	231852
4594	4654	3501	3763	4297	3055	515958
4595	3853	1839	5171	1792	5403	12815
4596	6063	5598	4033	5007	6298	21064
4597	3768	3779	4110	3289	4184	1325650
4598	3076	3048	3563	2649	4428	131425
4599	2710	3102	5809	1810	4527	46752
4600	4850	2276	4661	12576	367	482445
4601	11618	31505	6968	17605	184250	541239
4602	1840	3367	5646	3237	5001	6232
4603	3806	3547	4640	4516	7785	80164
4604	2673	1149	4612	801	2678	151528
4605	8437	8163	7552	13888	7985	7800
4606	5399	4022	5038	6645	22933	18832
4607	5556	30133	4353	22490	174168	681490
4608	3179	3286	4049	1643	5190	962359
4609	4841	3447	4879	2398	9090	252
4610	7708	18639	2906	13348	36295	1158938
4611	5626	3375	5248	6120	6098	295137
4612	3083	1109	4992	1467	980	280699
4613	6944	6657	4092	5297	13496	268185
4614	17111	23135	12412	16501	111991	377441
4615	4349	5053	3820	4545	6470	104624
4616	1303	1843	4436	1104	3921	285679
4617	8475	39774	5815	35449	367338	310037
4618	5050	3440	3148	5292	4683	289104
4619	7906	8840	3471	30960	4455	1108786
4620	1336	17758	6055	17828	39105	99187
4621	4449	3404	9136	6753	3579	28184
4622	7311	7250	3171	13453	7760	30665
4623	3402	1992	3688	2751	1977	918578
4624	2168	558	4727	742	831	81926
4625	4406	3233	5104	6514	2075	1067364
4626	2753	7399	9915	3101	89777	1152003
4627	3265	3288	6824	5164	2950	547657
4628	3767	3824	4559	5395	4606	979287
4629	6985	3293	3299	8968	1425	1261806
4630	8949	10755	5985	14773	8835	140306
4631	3523	2355	5686	5125	1651	18180
4632	3691	3825	3328	3111	6418	205026
4633	5057	9392	4143	9970	15739	49995
4634	7319	13466	9012	8497	17281	202078
4635	5838	4244	7282	3500	7172	114522
4636	6653	11505	2914	9990	15982	13789
4637	6354	9142	2563	8518	10809	16959
4638	4617	3833	3606	5231	13527	1096264
4639	3022	2888	3290	1999	4059	1006746
4640	2569	3420	4946	5364	2283	1338325
4641	3494	1779	4359	2216	1580	286641
4642	12153	21152	10441	17640	72213	259719
4643	7322	13493	3730	16594	17618	1339753
4644	6547	5570	3126	10395	4311	40336
4645	6473	12362	3953	16034	15143	1011623
4646	2972	1634	5939	1512	2852	689765
4647	4074	2383	4701	2559	4901	866951
4648	6573	13409	2036	15510	20458	163003
4649	5841	11406	9750	8204	22088	934077
4650	8842	15786	7649	9902	37053	75953
4651	3426	6607	4250	1985	16424	322737
4652	3608	2919	5115	1812	3413	1022017
4653	6649	10824	7247	11464	17341	1226128
4654	5961	15757	2954	7235	39507	170948
4655	8237	31577	8479	18327	63919	32270
4656	8188	16324	11201	41502	23560	299047
4657	2980	2767	4104	1634	3857	1008648
4658	3901	10842	7451	11581	12103	1169459
4659	7444	12137	3658	9088	19206	181403
4660	4186	9328	4097	8415	22613	547084
4661	5045	8970	5082	8771	11815	53784
4662	5637	37258	13426	45107	376264	760630
4663	5559	2102	4402	7224	637	273988
4664	5777	3829	7472	4128	10892	1315143
4665	4662	4507	9741	3615	7946	1333717
4666	6991	11786	3745	9885	30473	179136
4667	2406	2374	7211	3640	2580	942808
4668	4047	2670	3673	5860	2547	719597
4669	3804	35747	14713	45149	126789	658083
4670	3291	8932	2412	25660	2980	1121794
4671	7008	2505	4013	4992	1270	732530
4672	3171	15226	6046	11818	14790	947006
4673	4866	7769	6303	10297	6754	321679
4674	4489	4562	2599	4905	4130	1166
4675	4658	6750	3488	7561	6991	55982
4676	4927	2285	4443	4407	2169	216047
4677	4319	454	5765	2251	183	291659
4678	2401	5439	8503	4910	8347	272641
4679	3791	1654	5799	3216	3594	312465
4680	5321	25496	8056	43841	54663	588909
4681	7040	10560	4273	6887	19618	19429
4682	2223	1556	5088	767	5266	44512
4683	10527	32739	10106	44911	107014	1183829
4684	2967	1328	4590	1173	2030	696166
4685	10288	22822	3356	29833	22243	3356
4686	3058	1375	5931	1049	2836	1323961
4687	6147	7260	6101	11870	5946	487658
4688	7699	5274	6153	10069	3178	1035956
4689	3637	1966	5520	1241	4283	157937
4690	6955	8822	4255	14031	11394	526404
4691	4833	8573	3684	7134	14478	391970
4692	10301	20541	3628	28136	24140	192631
4693	4501	5565	3962	4632	5799	1339745
4694	2955	3517	7042	2176	12152	148381
4695	3170	31219	4977	31300	67291	1338626
4696	8566	33695	7406	28222	149028	237615
4697	9545	12766	8604	15909	18783	827242
4698	2528	2029	4022	853	6069	1337342
4699	5187	5017	3262	4990	9289	363578
4700	9643	43678	2486	37300	641914	1067677
4701	5665	32478	2900	37092	110177	647781
4702	7180	4684	3416	9075	2635	859456
4703	3016	20681	5156	41709	32329	390796
4704	9827	19897	5856	10910	116408	1259077
4705	2996	11232	3866	5577	58880	233969
4706	5758	8235	2768	9600	9456	68240
4707	3348	3850	5620	6320	4672	1331537
4708	2976	3430	3843	1641	10324	1262599
4709	8026	31438	3626	28417	49130	389643
4710	4612	1374	4293	5656	330	232830
4711	2946	34040	12199	37641	280652	1234836
4712	6333	4531	4912	6243	10232	280867
4713	4191	4457	3213	5064	4766	2575
4714	2601	4840	4623	4074	5977	55090
4715	5300	5674	7633	6486	10038	2835
4716	5525	31619	10131	43067	114594	339237
4717	7776	14563	4233	10977	40745	8706
4718	4753	3090	3292	4765	4473	64888
4719	4616	17899	4522	30191	17671	748879
4720	2480	15883	8816	17676	41059	475586
4721	8193	26662	3365	20789	50883	510177
4722	3015	1455	5697	792	3254	119617
4723	2505	2853	6197	2815	2319	366697
4724	3439	4051	5152	3317	7755	925071
4725	3682	3684	4028	2695	4254	143274
4726	7729	7125	4789	6635	12434	93602
4727	4553	2152	4783	3649	1533	1000175
4728	11873	12538	8707	18182	14358	1285490
4729	17038	44215	12713	32868	605281	1319586
4730	9066	17723	3706	16903	45767	145178
4731	12488	10403	10571	12307	13042	14872
4732	6268	7535	4346	14249	5064	314707
4733	5219	2929	4859	2140	3950	1339710
4734	9056	8140	5331	11002	13259	61428
4735	7288	9887	4898	9707	10344	16317
4736	4292	8642	2121	17417	7840	684074
4737	1285	8413	7055	7003	13048	1336318
4738	3038	3147	3370	1702	4866	350002
4739	3827	2193	5464	1337	4461	280842
4740	4668	7525	2300	6572	11636	3230
4741	4219	3412	3975	3012	4621	80390
4742	8987	29410	4024	23603	34620	64092
4743	2878	2270	6295	1478	5767	146921
4744	9998	15508	3081	38196	10724	1499
4745	3218	1372	3366	2166	1679	47535
